주요 품목 가격
1/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
꽈리 풋고추,4키로상자,하,0,"4,803","7,325",,0,,0
청양고추,10키로상자,특,0,"23,780","28,071",,0,,0
청양고추,10키로상자,상,0,"19,505","23,104",,0,,0
청양고추,10키로상자,중,0,"15,753","17,476",,0,,0
청양고추,10키로상자,하,0,"11,298","12,549",,0,,0
홍고추,10키로상자,특,0,"20,911","45,533",,0,,0
홍고추,10키로상자,상,0,"17,256","37,756",,0,,0
홍고추,10키로상자,중,0,"14,446","35,139",,0,,0
홍고추,10키로상자,하,0,"11,185","30,659",,0,,0
마늘 한지형,1키로,상,0,"5,750","5,600",,0,,0
마늘 한지형,1키로,중,0,"4,500","5,100",,0,,0
마늘 한지형,1접,특,0,"20,000","39,000",,0,,0
마늘 한지형,1접,상,0,"15,000","26,000",,0,,0
마늘 한지형,1접,중,0,"9,500","15,500",,0,,0
마늘 한지형,1접,하,0,"5,000","7,000",,0,,0
마늘 난지형,1키로,상,0,"2,650","4,900",,0,,0
마늘 난지형,1키로,중,0,"2,250","3,400",,0,,0
마늘 난지형,1키로,하,0,"1,600","2,600",,0,,0
깐마늘,1키로,상,0,"4,625","6,063",,0,,0
깐마늘,1키로,중,0,"3,875","4,813",,0,,0
깐마늘,1키로,하,0,"3,375","4,125",,0,,0
양파,1키로,특,0,932,"1,357",,0,,0
양파,1키로,상,0,838,"1,105",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
8/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
양파,1키로,중,0,732,916,,0,,0
양파,1키로,하,0,576,608,,0,,0
대파,1키로단,특,0,"1,466","1,919",,0,,0
대파,1키로단,상,0,"1,246","1,732",,0,,0
대파,1키로단,중,0,"1,051","1,517",,0,,0
대파,1키로단,하,0,835,"1,226",,0,,0
쪽파,1키로단,상,0,"4,500","2,500",,0,,0
쪽파,1키로단,중,0,"3,250","1,700",,0,,0
쪽파,1키로단,하,0,"1,750",600,,0,,0
실파,400그람단,상,0,"2,260",750,,0,,0
깐쪽파,10키로상자,특,0,"81,867","39,103",,0,,0
깐쪽파,10키로상자,상,0,"77,483","34,949",,0,,0
깐쪽파,10키로상자,중,0,"69,940","30,232",,0,,0
깐쪽파,10키로상자,하,0,"53,230","22,952",,0,,0
생강,20키로포대,상,0,"113,500","100,000",,0,,0
생강,20키로포대,하,0,"83,500","70,000",,0,,0
생강 수입,10키로포대,상,0,"46,000","23,500",,0,,0
청피망,10키로상자,특,0,"18,831","20,707",,0,,0
청피망,10키로상자,상,0,"17,936","18,701",,0,,0
청피망,10키로상자,중,0,"14,205","16,440",,0,,0
청피망,10키로상자,하,0,"9,187","12,272",,0,,0
홍피망,10키로상자,특,0,"40,000","49,872",,0,,0
홍피망,10키로상자,상,0,"19,564","37,435",,0,,0
홍피망,10키로상자,중,0,"7,631","25,368",,0,,0
홍피망,10키로상자,하,0,"2,988","9,276",,0,,0
노랑 파프리카,5키로상자,상,0,"20,673","17,689",,0,,0
노랑 파프리카,5키로상자,중,0,"16,282","11,508",,0,,0
노랑 파프리카,5키로상자,하,0,"9,572","5,702",,0,,0
빨강 파프리카,5키로상자,상,0,"15,530","16,617",,0,,0
빨강 파프리카,5키로상자,중,0,"11,365","10,308",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
9/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
빨강 파프리카,5키로상자,하,0,"6,571","4,925",,0,,0
오렌지 파프리카,5키로상자,상,0,"23,000","23,274",,0,,0
오렌지 파프리카,5키로상자,중,0,"18,164","14,266",,0,,0
오렌지 파프리카,5키로상자,하,0,"13,746","4,524",,0,,0
양상추,8키로상자,상,0,"29,000","35,495",,0,,0
양상추,8키로상자,중,0,"24,000","23,914",,0,,0
양상추,8키로상자,하,0,"17,000","19,819",,0,,0
파세리,4키로상자,상,0,"20,563","12,041",,0,,0
파세리,4키로상자,중,0,"16,031","7,849",,0,,0
파세리,4키로상자,하,0,"9,788","4,696",,0,,0
비트,20키로상자,상,0,"38,000","28,500",,0,,0
비트,20키로상자,중,0,"32,000","21,500",,0,,0
세러리,10키로상자,상,0,"17,500","26,174",,0,,0
세러리,10키로상자,중,0,"16,000","21,338",,0,,0
칼리후라워,8키로상자,상,0,"36,000","23,778",,0,,0
브로코리,8키로상자,상,0,"28,500","27,473",,0,,0
케일,2키로상자,상,0,"4,000","7,261",,0,,0
비타민,2키로상자,상,0,"8,500","6,106",,0,,0
건토란대 수입,1키로,상,0,"4,500","4,500",,0,,0
취나물,4키로상자,상,0,"10,500","9,500",,0,,0
건고사리 수입,1키로,상,0,"32,500","29,000",,0,,0
건고사리 수입,1키로,중,0,"21,000","19,000",,0,,0
아욱,4키로상자,상,0,"10,101","13,053",,0,,0
아욱,4키로상자,중,0,"6,001","10,191",,0,,0
아욱,4키로상자,하,0,"3,882","6,406",,0,,0
아욱,400그람단,상,0,"1,170","1,124",,0,,0
근대,4키로상자,상,0,"6,106","9,327",,0,,0
근대,4키로상자,중,0,"4,472","6,550",,0,,0
근대,4키로상자,하,0,"3,251","4,470",,0,,0
근대,400그람단,상,0,910,"1,050",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
10/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
돗나물,4키로,상,0,"8,200","6,500",,0,,0
비름,4키로상자,상,0,"4,500","3,790",,0,,0
비름,250그람단,상,0,0,165,,0,,0
신선초,2키로상자,상,0,"37,200","5,500",,0,,0
치커리,2키로상자,상,0,"2,865","3,904",,0,,0
치커리,2키로상자,중,0,"2,127","3,052",,0,,0
치커리,2키로상자,하,0,"1,412","1,869",,0,,0
청경채,4키로상자,상,0,"5,487","6,551",,0,,0
청경채,4키로상자,중,0,"3,847","4,801",,0,,0
청경채,4키로상자,하,0,"2,161","2,617",,0,,0
참나물,4키로,상,0,"15,539","12,522",,0,,0
참나물,4키로,중,0,"13,961","11,320",,0,,0
참나물,4키로,하,0,"12,227","9,822",,0,,0
겨자잎,2키로상자,상,0,"29,700","12,600",,0,,0
적겨자잎,2키로상자,상,0,"14,250","7,000",,0,,0
호박꼬지,1키로,상,0,"15,500","19,500",,0,,0
무우말랭이,1키로,상,0,"7,250","6,750",,0,,0
콩나물,4키로상자,상,0,"3,500","3,500",,0,,0
숙주나물,4키로상자,상,0,"4,500","4,500",,0,,0
땅콩 수입,20키로,상,0,"84,500","97,500",,0,,0
느타리,2키로상자,특,0,"10,643","13,197",,0,,0
느타리,2키로상자,상,0,"4,527","3,920",,0,,0
느타리,2키로상자,중,0,"3,287","2,537",,0,,0
느타리,2키로상자,하,0,"2,369","1,279",,0,,0
양송이,2키로상자,특,0,"21,331","22,072",,0,,0
양송이,2키로상자,상,0,"16,031","17,739",,0,,0
양송이,2키로상자,중,0,"13,132","13,751",,0,,0
양송이,2키로상자,하,0,"9,369","8,670",,0,,0
새송이,2키로상자,특,0,"9,193","8,389",,0,,0
새송이,2키로상자,상,0,"5,667","6,155",,0,,0
서울시농수산식품공사,2013년08월11일 일 03시49분57초 오후
주요 품목 가격
11/15
품  목,단  위,등급,금일가격(A),전일가격(B),전년가격(C),전일 대비,전년 대비
2013.08.11,2013.08.10,2012.08.10,등 락,A/B(%),등 락,A/C(%)
새송이,2키로상자,중,0,"4,289","4,797",,0,,0
새송이,2키로상자,하,0,"2,794","1,643",,0,,0
생표고,4키로상자,특,0,"42,620","63,959",,0,,0
생표고,4키로상자,상,0,"32,630","46,411",,0,,0
생표고,4키로상자,중,0,"23,125","27,343",,0,,0
생표고,4키로상자,하,0,"14,629","19,637",,0,,0
팽이,5키로상자,특,0,"4,057","6,223",,0,,0
팽이,5키로상자,상,0,"3,339","5,701",,0,,0
팽이,5키로상자,중,0,"2,811","4,828",,0,,0
팽이,5키로상자,하,0,"2,218","2,764",,0,,0
찰옥수수,8키로,특,0,"20,500","14,874",,0,,0
찰옥수수,8키로,상,0,"17,247","12,825",,0,,0
찰옥수수,8키로,중,0,"12,292","10,818",,0,,0
